ID,Name,Type,Jan 2015 (kBtu),Feb 2015 (kBtu),Mar 2015 (kBtu),Apr 2015 (kBtu),May 2015 (kBtu),Jun 2015 (kBtu),Jul 2015 (kBtu),Aug 2015 (kBtu),Sep 2015 (kBtu),Oct 2015 (kBtu),Nov 2015 (kBtu),Dec 2015 (kBtu),Jan 2016 (kBtu),Feb 2016 (kBtu),Mar 2016 (kBtu),Apr 2016 (kBtu),May 2016 (kBtu),Jun 2016 (kBtu),Jul 2016 (kBtu),Aug 2016 (kBtu),Sep 2016 (kBtu),Oct 2016 (kBtu),Nov 2016 (kBtu),Dec 2016 (kBtu),Jan 2017 (kBtu),Feb 2017 (kBtu),Mar 2017 (kBtu),Apr 2017 (kBtu),May 2017 (kBtu),Jun 2017 (kBtu),Jul 2017 (kBtu),Aug 2017 (kBtu),Sep 2017 (kBtu),Oct 2017 (kBtu),Nov 2017 (kBtu),Dec 2017 (kBtu),Jan 2018 (kBtu),Feb 2018 (kBtu),Mar 2018 (kBtu),Apr 2018 (kBtu),May 2018 (kBtu),Jun 2018 (kBtu),Jul 2018 (kBtu),Aug 2018 (kBtu),Sep 2018 (kBtu),Oct 2018 (kBtu),Nov 2018 (kBtu),Dec 2018 (kBtu),Jan 2019 (kBtu),Feb 2019 (kBtu),Mar 2019 (kBtu),Apr 2019 (kBtu),May 2019 (kBtu),Jun 2019 (kBtu),Jul 2019 (kBtu),Aug 2019 (kBtu),Sep 2019 (kBtu),Oct 2019 (kBtu),Nov 2019 (kBtu),Dec 2019 (kBtu),Jan 2020 (kBtu),Feb 2020 (kBtu),Mar 2020 (kBtu),Apr 2020 (kBtu),May 2020 (kBtu),Jun 2020 (kBtu),Jul 2020 (kBtu),Aug 2020 (kBtu),Sep 2020 (kBtu),Oct 2020 (kBtu),Nov 2020 (kBtu),Dec 2020 (kBtu),Jan 2021 (kBtu),Feb 2021 (kBtu),Mar 2021 (kBtu),Apr 2021 (kBtu),May 2021 (kBtu),Jun 2021 (kBtu),Jul 2021 (kBtu),Aug 2021 (kBtu),Sep 2021 (kBtu),Oct 2021 (kBtu),Nov 2021 (kBtu),Dec 2021 (kBtu),Jan 2022 (kBtu),Feb 2022 (kBtu),Mar 2022 (kBtu),Apr 2022 (kBtu),May 2022 (kBtu),Jun 2022 (kBtu),Jul 2022 (kBtu),Aug 2022 (kBtu),Sep 2022 (kBtu),Oct 2022 (kBtu),Nov 2022 (kBtu),Dec 2022 (kBtu),Jan 2023 (kBtu),Feb 2023 (kBtu),Mar 2023 (kBtu),Apr 2023 (kBtu),May 2023 (kBtu),Jun 2023 (kBtu),Jul 2023 (kBtu),Aug 2023 (kBtu),Sep 2023 (kBtu),Oct 2023 (kBtu),Nov 2023 (kBtu),Dec 2023 (kBtu),Total
029,Frederick Hall,Residential,"14,740","23,612","21,623","24,103","26,069","18,699","17,334","15,696","27,297","24,021","21,565","18,699","17,334","20,473","19,244","22,793","16,378","9,281","16,378","24,158","26,888","41,696","41,696","25,113","18,016","24,704","27,980","27,570","23,817","16,924","20,063","23,066","25,659","25,932","24,294","18,944","18,903","26,335","26,372","27,529","25,390","15,474","19,002","22,360","26,021","27,399","24,486","20,330","19,217","19,640","24,213","27,676","23,520","16,491","22,797","25,591","30,750","33,842","23,168","20,961","19,726","26,860","19,927","12,567","16,255","13,901","23,267","21,247","28,897","21,926","20,312","18,927","14,300","19,811","20,442","24,905","20,302","13,147","15,071","17,518","30,402","29,791","22,694","22,674","20,251","23,394","23,854","28,089","24,567","20,364","18,958","21,797","30,900","26,826","22,892","19,838","13,867","19,391","21,108","25,011","24,779","22,165","20,237","27,253","28,659","29,764","27,942","18,978","2,435,085"
030,Talbot Hall,Other,"10,530","14,133","13,901","15,911","14,897","8,421","8,827","12,775","15,593","14,505","12,587","10,711","10,874","13,471","13,771","15,030","11,809","9,923","10,202","10,625","13,904","13,171","12,321","12,792","11,758","12,973","14,334","14,174","11,175","13,393","10,919","15,338","13,512","13,512","12,952","9,772","10,806","11,243","11,571","12,267","11,874","9,073","9,530","11,622","13,553","14,795","14,512","11,086","10,103","9,134","10,946","14,218","12,219","9,059","11,540","14,109","16,450","19,241","14,140","12,294","11,734","15,583","13,959","8,251","11,639","10,346","8,510","10,984","17,013","17,436","12,724","10,537","8,442","11,376","21,398","14,072","10,195","10,052","11,451","13,403","18,159","17,573","12,935","11,953","10,144","12,212","12,915","14,399","11,591","8,749","9,032","12,093","18,002","16,245","12,376","9,145","6,787","10,192","10,155","13,314","13,116","9,998","8,496","15,706","15,000","18,272","13,270","7,237","1,348,055"
031,Garrett Hall,Residential,"24,486","30,832","28,723","25,949","27,621","20,763","19,490","21,814","31,938","31,699","26,540","23,534","22,319","26,836","26,134","27,826","24,120","19,217","23,479","23,813","28,437","26,594","24,137","25,038","22,070","24,636","27,717","28,106","22,657","21,275","26,615","25,322","28,526","29,208","27,734","16,515","19,620","28,222","30,204","29,119","29,860","21,271","20,804","27,553","30,856","32,374","26,980","22,319","22,230","17,474","21,271","25,458","25,854","18,095","24,410","28,321","33,159","35,305","25,830","22,831","21,578","25,751","21,862","14,604","18,736","16,331","23,172","25,700","32,504","25,349","20,558","19,698","16,621","21,350","21,398","23,858","22,414","24,434","23,312","25,683","30,880","28,348","22,360","22,442","23,237","24,168","24,970","28,188","25,147","21,991","22,544","24,902","30,890","25,530","20,838","20,343","15,426","20,732","22,056","27,645","25,325","27,181","21,558","33,128","28,996","31,559","27,154","18,995","2,672,584"
032,Montgomery Hall,Residential,"62,237","93,356","89,030","90,804","83,529","63,875","66,042","76,435","97,260","92,254","86,491","77,357","66,506","86,986","83,147","87,358","66,250","66,250","66,250","66,250","66,250","88,173","79,974","77,357","69,870","76,978","82,710","78,616","57,733","69,608","72,883","72,883","85,454","88,156","75,668","45,245","14,952","25,908","26,117","26,642","25,168","20,149","23,342","28,512","31,764","31,279","28,870","24,994","22,834","21,660","25,874","29,761","24,127","16,324","27,672","28,055","34,442","36,841","25,438","21,186","18,572","24,499","20,220","14,911","18,265","15,157","19,787","26,164","32,668","23,970","21,650","20,292","15,866","22,619","20,920","23,865","18,989","19,545","18,832","24,834","35,609","33,971","27,352","24,045","20,486","24,915","25,141","29,205","25,096","22,899","21,913","24,663","33,821","30,798","26,256","23,680","16,368","23,749","25,011","28,771","26,881","20,159","17,255","31,835","27,314","30,737","27,717","20,507","4,524,916"
034,Jimenez Hall,Office,"762,433","764,439","996,901","548,491","485,578","537,725","596,207","507,284","464,733","520,422","572,598","667,084","836,628","752,254","694,971","527,160","410,778","258,446","294,788","280,929","288,122","280,843","685,875","1,030,593","812,810","764,435","758,475","578,072","649,295","505,558","496,042","515,108","444,536","464,713","480,423","786,383","783,405","523,467","732,954","601,442","1,106,261","439,841","382,712","426,089","375,896","371,472","699,238","960,932","1,012,794","461,212","510,245","409,166","464,935","438,964","433,974","395,450","371,536","347,076","340,560","395,441","369,506","391,390","357,295","295,102","321,496","344,286","387,535","265,120","266,737","236,130","380,262","531,487","433,805","186,343","152,237","143,845","706,180","610,629","753,706","801,862","639,170","490,025","243,161","289,830","390,160","298,339","301,940","348,025","396,879","680,205","969,914","1,000,802","714,074","338,076","354,945","593,646","393,131","391,582","386,341","409,420","484,503","606,278","1,062,617","980,490","778,004","302,940","348,203","478,242","56,612,090"
035,Mckeldin Library,Office,"4,030,826","3,729,698","4,247,770","3,250,720","3,450,125","3,716,127","4,281,977","4,061,503","3,982,266","3,245,403","3,180,665","3,451,021","3,019,585","3,022,123","3,387,936","3,264,351","3,455,626","3,684,513","3,788,878","4,063,920","4,014,751","3,693,783","2,694,817","2,271,626","3,402,965","3,230,329","3,639,647","3,276,551","3,443,850","3,726,997","3,697,305","3,826,629","2,890,110","3,292,785","3,033,339","3,028,232","3,473,618","2,374,202","2,766,372","3,028,407","3,347,689","3,226,452","2,737,092","3,834,830","3,326,672","3,635,562","3,377,643","2,680,116","2,670,194","1,610,305","2,408,898","2,655,192","2,033,408","2,916,786","3,566,684","2,811,778","3,355,023","2,891,872","2,797,955","2,831,493","2,580,132","2,511,158","2,078,504","2,237,889","3,283,565","3,497,529","3,959,226","2,580,132","2,751,671","3,254,048","3,223,851","2,979,938","2,828,874","2,781,851","3,085,460","2,876,945","2,468,716","3,160,450","3,622,368","4,354,529","3,854,915","3,662,194","3,325,158","3,188,266","2,817,152","2,088,133","2,120,697","2,159,542","1,830,852","3,283,490","3,492,505","4,383,561","4,377,960","3,099,055","2,270,226","3,140,363","3,174,577","2,741,509","2,384,818","3,365,057","3,888,585","3,087,516","3,598,819","2,731,780","3,163,253","2,832,830","1,696,087","1,882,945","339,595,671"
036,Plant Sciences Building,Lab,"4,225,926","4,054,376","3,901,362","4,480,464","4,559,043","5,259,266","5,361,679","4,969,861","4,994,314","5,291,441","4,984,731","4,859,734","5,119,858","5,914,255","5,693,214","5,555,812","5,795,743","5,251,634","5,252,510","5,222,529","5,456,840","6,346,062","6,452,634","6,752,751","6,377,497","4,170,738","4,194,688","3,501,491","4,603,211","4,244,874","4,231,455","4,353,521","4,182,084","4,244,010","4,764,865","4,309,281","4,788,862","3,407,380","4,589,449","3,266,567","5,045,117","4,613,373","4,344,895","4,862,610","4,613,899","5,175,852","5,406,344","5,082,995","5,075,363","6,102,695","5,014,100","6,173,286","8,415,593","7,792,682","8,635,383","10,867,828","6,731,719","5,084,394","1,763,867","1,758,251","1,699,368","1,713,092","2,302,157","2,209,780","3,167,162","3,900,546","6,192,616","5,746,225","4,063,607","2,653,868","2,024,481","1,861,121","1,393,840","1,458,332","1,848,948","3,876,433","2,331,564","4,171,012","5,684,972","6,101,225","3,825,565","3,140,846","1,604,992","1,964,842","1,643,554","1,738,887","1,918,258","3,663,456","3,967,594","4,962,962","6,195,261","5,275,490","4,433,061","3,479,229","2,972,236","3,196,885","2,481,216","2,746,055","2,740,771","3,039,549","3,507,663","4,199,048","6,565,219","5,634,100","4,516,875","3,402,344","2,449,510","2,576,960","469,789,033"
037,Shoemaker Building,Office,"52,206","59,712","64,831","64,237","47,340","68,915","56,921","51,059","61,282","66,346","59,450","70,369","59,409","68,147","67,557","61,576","62,514","58,518","63,077","65,933","57,286","71,747","67,748","69,304","57,010","73,149","83,519","69,427","83,911","60,163","59,242","70,768","57,624","63,879","65,431","59,221","71,027","66,151","73,054","61,166","69,488","65,824","66,404","67,270","63,295","67,325","61,664","61,180","60,699","54,956","62,964","59,013","63,636","65,114","59,985","71,641","73,794","72,917","77,640","63,602","69,396","66,260","41,867","34,319","39,830","42,314","74,146","49,926","47,105","50,223","53,236","51,401","51,353","59,590","61,453","60,784","56,805","59,385","51,612","57,641","62,261","70,003","79,349","62,302","65,329","61,569","74,368","65,506","60,859","62,466","59,378","60,391","58,378","65,786","68,997","68,581","64,780","59,982","71,948","67,240","70,218","67,564","57,778","76,811","67,287","73,631","64,530","76,626","6,821,206"
038,Lefrak Hall,Lab,"411,770","372,544","410,228","392,219","399,528","399,528","405,516","393,103","403,301","413,487","400,695","391,202","386,063","408,601","463,342","460,745","546,053","706,474","815,602","872,234","683,979","572,191","438,960","398,004","389,604","377,155","441,332","573,620","601,492","697,802","750,470","697,298","660,275","465,623","400,126","336,379","394,723","378,805","550,870","368,554","685,006","2,613,372","4,045,708","3,452,198","655,578","530,669","452,410","397,520","436,395","332,329","416,389","581,381","460,571","685,536","700,834","664,228","563,908","478,622","401,312","368,260","366,032","377,060","326,828","376,702","527,660","575,220","872,008","791,981","638,266","423,062","250,840","268,426","230,620","246,377","323,046","485,202","578,575","785,295","1,294,314","1,033,530","1,062,794","998,617","676,578","1,116,404","1,218,040","1,041,522","1,216,307","1,113,425","859,045","711,759","585,142","387,352","645,667","984,139","939,799","1,233,439","986,086","1,363,141","1,155,972","1,053,912","1,043,060","1,036,381","918,060","1,234,103","925,481","1,014,576","1,062,256","993,400","76,899,218"
039,Van Munching Hall,Office,"2,371,177","2,372,427","2,346,063","2,158,988","2,172,912","2,028,683","2,156,943","2,077,016","2,199,877","2,336,230","2,257,524","2,299,764","2,183,538","2,235,277","2,345,872","2,064,434","2,196,771","1,986,315","2,148,552","2,303,178","2,104,422","2,337,421","1,946,778","2,242,678","2,191,678","2,018,908","2,327,662","2,155,743","2,127,477","2,649,018","1,657,858","2,821,371","2,210,863","2,151,792","2,171,414","2,253,357","2,302,113","1,976,184","2,149,563","2,071,844","2,227,574","2,155,850","2,229,101","2,193,726","1,926,293","1,925,107","1,952,399","1,975,164","2,252,678","1,684,828","1,992,341","2,049,668","1,971,203","1,768,641","1,979,157","2,062,078","1,919,234","1,963,894","1,906,970","1,965,816","1,929,696","1,815,644","1,525,206","1,077,513","1,526,852","1,177,531","1,812,613","1,868,213","2,147,212","1,671,450","1,622,504","1,866,754","1,719,883","1,766,080","1,674,719","1,933,658","1,757,895","2,025,284","2,207,697","2,198,380","1,903,521","1,913,982","1,764,430","1,814,389","1,959,729","1,746,630","1,845,090","1,902,024","1,752,160","1,940,700","2,004,515","2,060,361","1,923,143","1,810,004","1,681,143","1,880,942","1,679,399","1,669,720","1,857,824","1,825,426","1,826,382","2,057,971","1,708,834","2,211,512","1,556,695","1,646,219","1,787,170","1,653,908","214,920,013"
040,Morrill Hall,Office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042,Tydings Hall,Office,"249,864","270,545","266,622","270,424","276,221","266,909","305,615","272,789","307,016","301,531","268,420","291,372","240,505","272,606","281,444","303,380","285,843","287,473","302,844","314,036","318,737","334,994","271,327","306,321","316,959","242,207","318,742","281,457","357,649","267,908","305,367","379,707","290,100","303,044","274,029","294,720","357,722","242,396","264,946","287,992","296,239","285,070","317,051","313,482","670,219","503,147","323,509","298,999","332,512","279,455","348,642","443,475","507,126","585,259","724,960","722,958","570,335","321,134","271,064","331,658","236,077","255,430","251,407","267,530","307,485","494,172","684,371","755,342","594,404","490,775","280,294","256,110","240,582","232,885","276,583","365,100","394,512","616,798","772,469","778,413","689,738","544,597","313,674","262,728","256,030","242,750","287,586","328,110","490,734","621,987","734,228","754,620","305,039","263,634","329,178","246,486","225,960","220,089","235,985","408,546","395,322","542,645","688,344","685,521","615,686","455,711","279,907","260,574","40,334,225"
043,Taliaferro Hall,Office,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"147,852","110,436","1,992",0,12,0,0,0,"4,056","4,080","76,860","145,356","139,980","77,568","43,764","24,144","2,376",168,828,"21,684","44,508","81,732","118,596","149,832","155,820","123,552","69,264","12,168","6,960","3,300","3,072","28,872","39,132","60,780","116,292","148,524","159,288","94,044","41,676","28,200","7,980","9,396","10,776","5,424","57,096","59,232","84,024","145,572","141,744","117,900","66,852","17,064","3,588","3,013,416"
044,Skinner Building,Office,158,641,188,"4,641",113,4,116,15,121,228,106,234,116,112,144,238,505,"1,679",403,"2,050",121,129,98,7,112,0,120,"1,663",656,0,0,580,"2,467",260,"1,747",182,113,0,120,0,120,"1,960",0,"1,150",120,0,120,455,135,0,120,0,120,7,112,4,106,0,0,120,0,4,116,0,0,0,0,0,230,4,112,4,120,0,120,0,350,0,4,116,120,0,0,0,"4,680","17,280","111,628","156,840","390,420","521,100","529,320","575,472","633,648",816,"111,720","21,600","42,600","32,880","15,720","246,492","311,748","438,330","559,800","516,120","431,640","306,120","73,440","81,528","6,157,078"
045,Instructional Television Facility,Classroom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
046,Marie Mount Hall,Lab,"4,958,435","4,685,997","4,575,537","5,034,434","4,978,669","5,155,069","4,284,288","5,329,742","5,206,320","4,384,904","3,919,266","4,025,355","4,355,320","3,743,442","4,219,002","4,412,337","4,940,712","6,929,679","8,987,414","9,398,666","5,474,671","5,361,772","4,718,470","3,337,862","3,455,093","3,565,960","4,119,255","4,729,609","5,438,902","7,449,765","8,688,244","7,385,498","5,820,794","5,284,730","3,260,116","1,006,894","3,030,087","3,205,119","2,623,445","3,756,597","6,282,799","7,474,346","7,816,630","8,966,023","7,623,173","5,924,039","4,096,447","2,692,526","4,134,978","3,341,840","3,347,363","4,404,781","4,970,041","5,258,648","8,191,247","7,397,864","7,130,313","1,953,061","2,587,555","3,438,136","3,027,437","2,767,790","1,635,395","1,259,923","3,742,883","6,374,557","9,307,276","10,151,070","6,873,012","4,969,396","3,462,225","3,753,928","3,618,586","3,660,664","3,288,033","4,072,039","5,439,421","7,122,506","8,394,407","9,117,385","7,073,395","6,238,889","3,524,215","2,666,788","3,753,790","2,653,471","3,077,489","3,684,655","7,735,143","7,319,209","7,293,911","7,690,050","9,273,958","3,592,013","3,566,801","3,687,740","3,412,605","2,946,778","2,727,664","4,967,006","5,211,698","6,541,026","9,189,380","8,497,267","7,114,313","6,196,109","3,275,769","3,206,782","550,425,129"
047,Woods Hall,Lab,"215,306","252,498","261,711","267,683","237,826","239,119","274,408","249,704","262,718","264,120","227,597","279,123","231,647","261,384","275,234","242,989","241,975","247,367","285,548","305,482","261,732","299,849","271,968","275,507","263,254","198,832","288,323","238,311","224,290","263,182","244,412","256,945","256,945","259,429","226,092","219,251","237,669","237,669","237,669","237,669","242,347","223,509","268,123","270,709","260,466","274,466","241,887","257,958","244,190","215,009","267,075","228,081","233,984","231,582","242,979","284,846","228,750","233,609","255,760","235,233","240,696","251,676","262,325","243,525","213,771","238,782","276,360","305,684","248,721","261,169","245,456","298,426","257,412","302,384","252,294","246,780","215,272","244,855","259,323","252,942","240,624","246,766","225,611","214,044","234,107","225,758","237,099","256,330","228,194","240,863","205,411","201,009","198,280","194,492","192,377","236,530","233,118","199,917","213,634","216,193","196,846","209,335","222,574","229,125","224,962","211,280","216,159","219,367","26,350,854"
048,Francis Scott Key Hall,Office,"203,016","198,215","209,120","206,568","227,160","211,597","224,911","229,323","245,115","219,370","209,297","198,365","185,228","210,205","210,205","210,000","224,123","209,755","209,103","212,689","226,024","215,095","212,716","212,716","212,716","194,782","194,782","186,542","222,574","165,148","184,494","234,295","173,900","216,671","185,962","177,431","211,996","177,670","186,610","164,670","209,164","152,011","217,695","208,823","193,468","186,712","171,221","193,210","225,757","187,892","197,755","187,582","206,180","176,798","189,045","214,005","210,852","210,448","189,020","257,524","199,441","193,359","186,978","105,162","140,137","142,150","179,376","177,602","164,772","166,086","163,488","221,559","207,705","227,206","199,250","185,755","173,295","178,447","191,005","180,616","187,316","195,796","313,961","346,455","562,931","384,283","284,410","258,454","175,874","378,843","189,630","216,284","211,090","955,808","675,665","927,830","681,954","579,427","523,348","246,863","268,254","259,689","204,718","198,412","215,463","272,670","410,947","690,431","26,595,518"
051,Worcester Hall,Residential,"319,396","356,048","278,222","42,721","50,060","30,782","32,368","35,025","47,838","108,831","254,699","286,394","324,314","331,852","289,884","107,219","50,060","30,782","32,368","35,025","47,838","108,831","254,699","286,394","324,314","331,852","289,884","107,219","65,026","40,434","42,998","44,493","54,026","77,350","172,550","208,250","208,250","208,250","148,750","89,250","57,860","33,998","35,912",0,"33,320","104,720","354,620","130,359","85,008","197,943","160,975","89,250","57,648","35,072","37,092","26,506","45,062","96,967","260,623","208,334","205,857","246,015","199,870","95,239","40,962","24,810",4,"14,831","29,116","60,690","175,724","112,869","97,753","135,398","129,949","90,658","4,185",140,55,"1,014","1,420","26,641","205,294","202,935","345,551","257,032","200,532","162,271","13,339",249,857,155,"2,905","86,124","190,220","294,471","215,818","214,718","198,454","122,527","80,652","41,717","7,466","30,579","109,465","174,292","182,522","232,739","13,471,898"
052,Clarence M Mitchell Jr Building,Office,"330,641","361,761","355,982","301,650","496,350","525,247","1,037,301","914,656","621,666","487,269","311,458","333,944","384,003","373,730","496,742","418,048","538,488","599,597","631,529","588,163","499,413","523,560","384,862","306,200","322,838","295,415","326,138","523,462","567,068","451,542","573,387","672,567","531,974","488,968","371,171","311,375","384,054","344,269","491,883","597,878","589,060","450,164","187,791","341,409","124,093","203,864","186,781","317,173","346,398","375,432","297,408","363,375","601,596","519,342","272,877","421,458","387,907","224,200","299,306","338,083","500,728","468,812","457,630","615,768","739,276","573,854","537,666","797,543","747,459","645,546","549,698","510,436","571,156","475,934","171,952","491,813","441,413","783,288","687,793","211,305","580,784","420,601","324,757","282,726","482,088","348,517","344,504","285,428","414,242","735,214","820,272","269,074","735,366","168,343","286,090","383,520","346,052","343,907","339,324","302,691","308,455","618,530","753,611","672,658","585,226","487,961","1,306,476","1,056,272","50,905,726"
